donor,announcement_date,aid_type_general,aid_type_specific,explanation,item,item_type,item_sub_type,source_reported_value,tot_activity_value_EUR,item_value_estimate_USD
Germany,2023-08-09,Military,Weapons and equipment,"09 August 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",155mm smoke\illuminating ammunition,Ammunition for heavy weapon,155mm howitzer ammunition,,,22266607.0
Germany,2023-08-09,Military,Weapons and equipment,"09 August 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",binoculars,Military equipment,Military equipment,,,52335.0
Germany,2023-08-09,Military,Weapons and equipment,"09 August 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",first aid kit,Military equipment,Military equipment,,,756400.0
Germany,2023-08-09,Military,Weapons and equipment,"09 August 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",load handling truck 8x10,Military equipment,non combat military vehicle,,,93863.0
Germany,2023-08-09,Military,Weapons and equipment,"09 August 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",load handling truck 8x6,Military equipment,non combat military vehicle,,,700000.0
Germany,2023-08-09,Military,Weapons and equipment,"09 August 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",material for explosive ordnance disposal,Military equipment,Military equipment,,,
Germany,2023-08-09,Military,Weapons and equipment,"09 August 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Patriot air defense launcher,Heavy weapon,Part of anti-aircraft surface-to-air missile (SAM) system,,,159559667.0
Germany,2023-08-09,Military,Weapons and equipment,"09 August 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",safety glasses,Humanitarian,Humanitarian,,,1000000.0
Germany,2023-08-17,Military,Weapons and equipment,"17 August 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",155mm smoke\illuminating ammunition,Ammunition for heavy weapon,155mm howitzer ammunition,,,1421273.0
Germany,2023-08-17,Military,Weapons and equipment,"17 August 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Iris-T SLS launcher,Heavy weapon,Spare Parts,,,159559667.0
Germany,2023-08-17,Military,Weapons and equipment,"17 August 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",load handling trucks 15t,Military equipment,non combat military vehicle,,,2800000.0
Germany,2023-08-24,Military,Weapons and equipment,"24 August 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",drone detection system,Military equipment,Military equipment,,,
Germany,2023-08-24,Military,Weapons and equipment,"24 August 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",round of ammunition for fire arms,Ammunition for light infantry,Small Arms and Light Weapons (SALW) ammunition,,,157715000.0
Germany,2023-08-24,Military,Weapons and equipment,"24 August 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Zetro truck,Military equipment ,Armored Utility Vehicle (AUV),,,9331649.0
Germany,2023-08-30,Military,Weapons and equipment,"30 August 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",round of ammunition for fire arms,Ammunition for light infantry,Small Arms and Light Weapons (SALW) ammunition,,,9700000.0
Germany,2023-09-05,Military,Weapons and equipment,"05 September 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",GEPARD ammunition round,Ammunition for heavy weapon,Anti-aircraft guns ammunition,,,5616951.0
Germany,2023-09-13,Military,Weapons and equipment,"13 September 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",heavy duty trailer truck 8x8 HX81,Military equipment,non combat military vehicle,,,4824560.0
Germany,2023-09-20,Military,Weapons and equipment,"20 September 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",antenna hub station,Military equipment,Military equipment,,,
Germany,2023-09-20,Military,Weapons and equipment,"20 September 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",SatCom terminal,Military equipment,Military equipment,,,1105000.0
Germany,2023-09-20,Military,Weapons and equipment,"20 September 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Spare parts for WISENT,Military equipment,Military equipment,,,
Germany,2023-10-02,Military,Weapons and equipment,"02 October 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",40mm ammunition,Ammunition for light infantry,Small Arms and Light Weapons (SALW) ammunition,,,11875380.0
Germany,2023-10-02,Military,Weapons and equipment,"02 October 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Crypto Phone,Military equipment,Military equipment,,,
Germany,2023-10-02,Military,Weapons and equipment,"02 October 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Infusion kit,Military equipment,Military equipment,,,
Germany,2023-10-02,Military,Weapons and equipment,"02 October 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",radio set equipment LEOPARD,Military equipment,Military equipment,,,
Germany,2023-10-02,Military,Weapons and equipment,"02 October 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",SatCom terminal,Military equipment,Military equipment,,,6435000.0
Germany,2023-10-02,Military,Weapons and equipment,"02 October 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",spare part package for VECTOR drone,Military equipment,Military equipment,,,
Germany,2023-10-13,Military,Weapons and equipment,"13 October 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",backpack,Military equipment,Military equipment,,,
Germany,2023-10-13,Military,Weapons and equipment,"13 October 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",mobile antenna mast system,Military equipment ,Military equipment,,,
Germany,2023-10-13,Military,Weapons and equipment,"13 October 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",SatCom terminal,Military equipment,Military equipment,,,5330000.0
Germany,2023-10-20,Military,Weapons and equipment,"20 October 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",155mm smoke\illuminating ammunition,Ammunition for heavy weapon,155mm howitzer ammunition,,,30573157.0
Germany,2023-10-27,Military,Weapons and equipment,"27 October 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",155mm artillery round,Ammunition for heavy weapon,155mm howitzer ammunition,,,-2978304.0
Germany,2023-10-27,Military,Weapons and equipment,"27 October 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Bandvagn 206 tracked all-terrain vehicles,Heavy weapon,non combat military vehicle,,,385200.0
Germany,2023-10-27,Military,Weapons and equipment,"27 October 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",unmanned surface vessel,Military equipment,Patrol and coastal combatants,,,127410229.0
Germany,2023-11-01,Military,Weapons and equipment,"01 November 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",AMPS self-protection system,Military equipment,Military equipment,,,
Germany,2023-11-01,Military,Weapons and equipment,"01 November 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",PCB printer,Military equipment,Military equipment,,,5200.0
Germany,2023-11-01,Military,Weapons and equipment,"01 November 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",reconnaissance drone Primoco ONE,Aviation and drones,Drone,,,10734620.0
Germany,2023-11-01,Military,Weapons and equipment,"01 November 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",SatCom terminal,Military equipment,Military equipment,,,2080000.0
Germany,2023-11-01,Military,Weapons and equipment,"01 November 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",truck MAN TGS,Military equipment,non combat military vehicle,,,2577113.0
